AREA # 020011401,166,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,9,4.62,4.62
BRASIL,47,24.1,28.72
COLOMBIA,3,1.54,30.26
CUBA,2,1.03,31.28
CHILE,21,10.77,42.05
ECUADOR,4,2.05,44.1
ESTADOS UNIDOS,1,0.51,44.62
MEXICO,1,0.51,45.13
PARAGUAY,24,12.31,57.44
PERU,53,27.18,84.62
URUGUAY,5,2.56,87.18
ESPA�A,12,6.15,93.33
HUNGRIA,1,0.51,93.85
ITALIA,3,1.54,95.38
PAISES BAJOS,1,0.51,95.9
REINO UNIDO,1,0.51,96.41
SUIZA,1,0.51,96.92
LITUANIA,1,0.51,97.44
UCRANIA,2,1.03,98.46
AUSTRALIA,3,1.54,100
Total,195,100,100
,,,
NSA :,427,,
,,,
AREA # 020011402,167,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
EGIPTO,1,0.26,0.26
BOLIVIA,12,3.17,3.44
BRASIL,71,18.78,22.22
CANADA,3,0.79,23.02
COLOMBIA,6,1.59,24.6
CHILE,18,4.76,29.37
ECUADOR,1,0.26,29.63
ESTADOS UNIDOS,46,12.17,41.8
MEXICO,26,6.88,48.68
PANAMA,2,0.53,49.21
PARAGUAY,4,1.06,50.26
PERU,17,4.5,54.76
URUGUAY,19,5.03,59.79
VENEZUELA,3,0.79,60.58
CHINA,2,0.53,61.11
ISRAEL,2,0.53,61.64
AUSTRIA,2,0.53,62.17
BULGARIA,2,0.53,62.7
ESPA�A,43,11.38,74.07
FINLANDIA,1,0.26,74.34
FRANCIA,9,2.38,76.72
HUNGRIA,2,0.53,77.25
ITALIA,4,1.06,78.31
PAISES BAJOS,1,0.26,78.57
POLONIA,36,9.52,88.1
REINO UNIDO,7,1.85,89.95
SUIZA,1,0.26,90.21
ALEMANIA,23,6.08,96.3
RUSIA,1,0.26,96.56
ESLOVENIA,1,0.26,96.83
AUSTRALIA,11,2.91,99.74
NUEVA ZELANDA,1,0.26,100
Total,378,100,100
,,,
NSA :,718,,
,,,
AREA # 020011403,168,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,2,2.41,2.41
BRASIL,3,3.61,6.02
CANADA,1,1.2,7.23
COLOMBIA,9,10.84,18.07
CHILE,9,10.84,28.92
ECUADOR,2,2.41,31.33
ESTADOS UNIDOS,1,1.2,32.53
PARAGUAY,12,14.46,46.99
PERU,33,39.76,86.75
URUGUAY,6,7.23,93.98
ESPA�A,2,2.41,96.39
ITALIA,1,1.2,97.59
ALEMANIA,1,1.2,98.8
UCRANIA,1,1.2,100
Total,83,100,100
,,,
NSA :,300,,
,,,
AREA # 020011404,169,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
CHILE,2,40,40
URUGUAY,1,20,60
VENEZUELA,1,20,80
ITALIA,1,20,100
Total,5,100,100
,,,
NSA :,65,,
,,,
AREA # 020011405,170,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
NIGERIA,1,0.97,0.97
UGANDA,1,0.97,1.94
BOLIVIA,7,6.8,8.74
COLOMBIA,4,3.88,12.62
CHILE,2,1.94,14.56
REPUBLICA DOMINICANA,3,2.91,17.48
PARAGUAY,16,15.53,33.01
PERU,34,33.01,66.02
URUGUAY,16,15.53,81.55
VENEZUELA,1,0.97,82.52
JAPON,1,0.97,83.5
ESPA�A,1,0.97,84.47
FRANCIA,2,1.94,86.41
IRLANDA,1,0.97,87.38
ITALIA,2,1.94,89.32
NORUEGA,2,1.94,91.26
PORTUGAL,1,0.97,92.23
REINO UNIDO,3,2.91,95.15
RUSIA,1,0.97,96.12
UCRANIA,4,3.88,100
Total,103,100,100
,,,
NSA :,381,,
,,,
AREA # 020011406,171,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
ARGELIA,1,0.73,0.73
ETIOPIA,1,0.73,1.46
BOLIVIA,5,3.65,5.11
BRASIL,1,0.73,5.84
COLOMBIA,10,7.3,13.14
CHILE,1,0.73,13.87
ECUADOR,1,0.73,14.6
ESTADOS UNIDOS,1,0.73,15.33
HONDURAS,1,0.73,16.06
PARAGUAY,21,15.33,31.39
PERU,48,35.04,66.42
URUGUAY,20,14.6,81.02
COREA REPUBLICANA,1,0.73,81.75
CHINA,3,2.19,83.94
TAIWAN,4,2.92,86.86
JAPON,1,0.73,87.59
ESPA�A,8,5.84,93.43
FRANCIA,2,1.46,94.89
ITALIA,4,2.92,97.81
REINO UNIDO,1,0.73,98.54
ALEMANIA,1,0.73,99.27
MONTENEGRO,1,0.73,100
Total,137,100,100
,,,
NSA :,561,,
,,,
AREA # 020011407,172,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
CAMERUN,1,1.61,1.61
GHANA,1,1.61,3.23
ZIMBABWE,1,1.61,4.84
BRASIL,5,8.06,12.9
COLOMBIA,12,19.35,32.26
CHILE,4,6.45,38.71
REPUBLICA DOMINICANA,1,1.61,40.32
ECUADOR,2,3.23,43.55
ESTADOS UNIDOS,3,4.84,48.39
MEXICO,1,1.61,50
PARAGUAY,6,9.68,59.68
PERU,6,9.68,69.35
URUGUAY,3,4.84,74.19
TAIWAN,1,1.61,75.81
JAPON,1,1.61,77.42
ESPA�A,6,9.68,87.1
GRECIA,1,1.61,88.71
HUNGRIA,1,1.61,90.32
IRLANDA,1,1.61,91.94
PAISES BAJOS,1,1.61,93.55
PORTUGAL,1,1.61,95.16
REINO UNIDO,1,1.61,96.77
ALEMANIA,1,1.61,98.39
UCRANIA,1,1.61,100
Total,62,100,100
,,,
NSA :,414,,
,,,
AREA # 020011408,173,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
GHANA,1,0.87,0.87
LIBERIA,1,0.87,1.74
BOLIVIA,1,0.87,2.61
BRASIL,3,2.61,5.22
COLOMBIA,2,1.74,6.96
CHILE,7,6.09,13.04
ESTADOS UNIDOS,1,0.87,13.91
PARAGUAY,6,5.22,19.13
PERU,76,66.09,85.22
URUGUAY,6,5.22,90.43
AUSTRIA,1,0.87,91.3
ESPA�A,5,4.35,95.65
TURQUIA,1,0.87,96.52
RUSIA,1,0.87,97.39
UCRANIA,3,2.61,100
Total,115,100,100
,,,
NSA :,296,,
,,,
AREA # 020011409,174,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,4,4.26,4.26
BRASIL,5,5.32,9.57
COLOMBIA,3,3.19,12.77
COSTA RICA,3,3.19,15.96
CHILE,3,3.19,19.15
ECUADOR,3,3.19,22.34
EL SALVADOR,1,1.06,23.4
ESTADOS UNIDOS,5,5.32,28.72
MEXICO,5,5.32,34.04
PARAGUAY,26,27.66,61.7
PERU,8,8.51,70.21
URUGUAY,14,14.89,85.11
ESPA�A,5,5.32,90.43
FRANCIA,3,3.19,93.62
ITALIA,3,3.19,96.81
PAISES BAJOS,1,1.06,97.87
ALEMANIA,1,1.06,98.94
AUSTRALIA,1,1.06,100
Total,94,100,100
,,,
NSA :,427,,
,,,
AREA # 020011410,175,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,3,4.76,4.76
BRASIL,1,1.59,6.35
CANADA,1,1.59,7.94
COLOMBIA,12,19.05,26.98
CHILE,6,9.52,36.51
ESTADOS UNIDOS,1,1.59,38.1
GUATEMALA,2,3.17,41.27
PARAGUAY,7,11.11,52.38
PERU,2,3.17,55.56
URUGUAY,8,12.7,68.25
CHINA,4,6.35,74.6
AUSTRIA,1,1.59,76.19
ESPA�A,5,7.94,84.13
FRANCIA,1,1.59,85.71
ITALIA,2,3.17,88.89
REINO UNIDO,2,3.17,92.06
ALEMANIA,3,4.76,96.83
UCRANIA,1,1.59,98.41
MONTENEGRO,1,1.59,100
Total,63,100,100
,,,
NSA :,368,,
,,,
AREA # 020011411,176,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
ARGELIA,2,1.82,1.82
BOLIVIA,1,0.91,2.73
BRASIL,3,2.73,5.45
CANADA,2,1.82,7.27
COLOMBIA,5,4.55,11.82
CUBA,1,0.91,12.73
CHILE,7,6.36,19.09
ESTADOS UNIDOS,2,1.82,20.91
MEXICO,2,1.82,22.73
NICARAGUA,1,0.91,23.64
PARAGUAY,22,20,43.64
PERU,37,33.64,77.27
URUGUAY,7,6.36,83.64
CHINA,1,0.91,84.55
ESPA�A,7,6.36,90.91
FRANCIA,2,1.82,92.73
ITALIA,1,0.91,93.64
NORUEGA,2,1.82,95.45
REINO UNIDO,2,1.82,97.27
SUECIA,1,0.91,98.18
ALEMANIA,2,1.82,100
Total,110,100,100
,,,
NSA :,412,,
,,,
AREA # 020011412,177,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BRASIL,3,3.66,3.66
COLOMBIA,4,4.88,8.54
CHILE,3,3.66,12.2
ECUADOR,1,1.22,13.41
ESTADOS UNIDOS,6,7.32,20.73
MEXICO,1,1.22,21.95
PARAGUAY,7,8.54,30.49
PERU,31,37.8,68.29
URUGUAY,9,10.98,79.27
VENEZUELA,2,2.44,81.71
ISRAEL,1,1.22,82.93
AUSTRIA,1,1.22,84.15
ESPA�A,4,4.88,89.02
FINLANDIA,1,1.22,90.24
FRANCIA,2,2.44,92.68
ITALIA,1,1.22,93.9
PAISES BAJOS,1,1.22,95.12
POLONIA,1,1.22,96.34
ALEMANIA,3,3.66,100
Total,82,100,100
,,,
NSA :,429,,
,,,
AREA # 020011501,178,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
SUDAFRICA,1,0.44,0.44
BOLIVIA,3,1.33,1.78
BRASIL,38,16.89,18.67
CANADA,11,4.89,23.56
COLOMBIA,13,5.78,29.33
CUBA,3,1.33,30.67
CHILE,20,8.89,39.56
ECUADOR,4,1.78,41.33
ESTADOS UNIDOS,11,4.89,46.22
GUATEMALA,1,0.44,46.67
MEXICO,3,1.33,48
PARAGUAY,10,4.44,52.44
PERU,9,4,56.44
URUGUAY,12,5.33,61.78
VENEZUELA,19,8.44,70.22
TAIWAN,3,1.33,71.56
ISRAEL,14,6.22,77.78
JAPON,1,0.44,78.22
MALASIA,1,0.44,78.67
AUSTRIA,2,0.89,79.56
ESPA�A,10,4.44,84
FRANCIA,6,2.67,86.67
IRLANDA,1,0.44,87.11
ITALIA,3,1.33,88.44
NORUEGA,1,0.44,88.89
PAISES BAJOS,3,1.33,90.22
REINO UNIDO,8,3.56,93.78
SUECIA,2,0.89,94.67
SUIZA,2,0.89,95.56
ALEMANIA,4,1.78,97.33
AUSTRALIA,5,2.22,99.56
NUEVA ZELANDA,1,0.44,100
Total,225,100,100
,,,
NSA :,472,,
,,,
AREA # 020011502,179,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
MARRUECOS,1,0.4,0.4
BOLIVIA,3,1.21,1.62
BRASIL,10,4.05,5.67
CANADA,3,1.21,6.88
COLOMBIA,22,8.91,15.79
CHILE,5,2.02,17.81
REPUBLICA DOMINICANA,4,1.62,19.43
ECUADOR,5,2.02,21.46
ESTADOS UNIDOS,35,14.17,35.63
GUATEMALA,2,0.81,36.44
MEXICO,9,3.64,40.08
PARAGUAY,16,6.48,46.56
PERU,64,25.91,72.47
PUERTO RICO,5,2.02,74.49
URUGUAY,10,4.05,78.54
VENEZUELA,10,4.05,82.59
COREA DEMOCRATICA,1,0.4,83
COREA REPUBLICANA,3,1.21,84.21
ISRAEL,3,1.21,85.43
ARMENIA,1,0.4,85.83
ESPA�A,21,8.5,94.33
ITALIA,5,2.02,96.36
NORUEGA,1,0.4,96.76
PAISES BAJOS,1,0.4,97.17
PORTUGAL,2,0.81,97.98
REINO UNIDO,2,0.81,98.79
ALEMANIA,2,0.81,99.6
UCRANIA,1,0.4,100
Total,247,100,100
,,,
NSA :,415,,
,,,
AREA # 020011503,180,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BRASIL,5,6.49,6.49
COLOMBIA,15,19.48,25.97
CUBA,5,6.49,32.47
CHILE,3,3.9,36.36
ECUADOR,9,11.69,48.05
ESTADOS UNIDOS,1,1.3,49.35
PARAGUAY,18,23.38,72.73
PERU,2,2.6,75.32
URUGUAY,5,6.49,81.82
VENEZUELA,1,1.3,83.12
ESPA�A,7,9.09,92.21
ITALIA,4,5.19,97.4
POLONIA,1,1.3,98.7
SUIZA,1,1.3,100
Total,77,100,100
,,,
NSA :,341,,
,,,
AREA # 020011504,181,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,9,9.57,9.57
BRASIL,18,19.15,28.72
CANADA,2,2.13,30.85
COLOMBIA,7,7.45,38.3
COSTA RICA,1,1.06,39.36
CHILE,4,4.26,43.62
ESTADOS UNIDOS,6,6.38,50
MEXICO,3,3.19,53.19
PARAGUAY,9,9.57,62.77
PERU,6,6.38,69.15
URUGUAY,3,3.19,72.34
VENEZUELA,1,1.06,73.4
BELGICA,2,2.13,75.53
ESPA�A,11,11.7,87.23
FRANCIA,3,3.19,90.43
GRECIA,1,1.06,91.49
HUNGRIA,1,1.06,92.55
ITALIA,5,5.32,97.87
SUECIA,1,1.06,98.94
AUSTRALIA,1,1.06,100
Total,94,100,100
,,,
NSA :,665,,
,,,
AREA # 020011505,182,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BRASIL,14,13.21,13.21
CANADA,1,0.94,14.15
COLOMBIA,10,9.43,23.58
CHILE,12,11.32,34.91
ESTADOS UNIDOS,1,0.94,35.85
MEXICO,1,0.94,36.79
PARAGUAY,13,12.26,49.06
PERU,23,21.7,70.75
URUGUAY,5,4.72,75.47
VENEZUELA,4,3.77,79.25
INDIA,1,0.94,80.19
ESPA�A,4,3.77,83.96
FRANCIA,1,0.94,84.91
PAISES BAJOS,1,0.94,85.85
TURQUIA,1,0.94,86.79
RUSIA,1,0.94,87.74
UCRANIA,11,10.38,98.11
AUSTRALIA,2,1.89,100
Total,106,100,100
,,,
NSA :,358,,
,,,
AREA # 020011506,183,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,3,1.89,1.89
BRASIL,21,13.21,15.09
COLOMBIA,16,10.06,25.16
CHILE,7,4.4,29.56
REPUBLICA DOMINICANA,1,0.63,30.19
ECUADOR,2,1.26,31.45
ESTADOS UNIDOS,8,5.03,36.48
MEXICO,3,1.89,38.36
PARAGUAY,26,16.35,54.72
PERU,15,9.43,64.15
URUGUAY,8,5.03,69.18
VENEZUELA,1,0.63,69.81
ISRAEL,1,0.63,70.44
KAZAJISTAN,1,0.63,71.07
ESPA�A,12,7.55,78.62
FRANCIA,4,2.52,81.13
IRLANDA,4,2.52,83.65
ITALIA,4,2.52,86.16
PAISES BAJOS,2,1.26,87.42
PORTUGAL,1,0.63,88.05
REINO UNIDO,10,6.29,94.34
SUECIA,2,1.26,95.6
ALEMANIA,2,1.26,96.86
RUSIA,1,0.63,97.48
UCRANIA,2,1.26,98.74
AUSTRALIA,1,0.63,99.37
NUEVA ZELANDA,1,0.63,100
Total,159,100,100
,,,
NSA :,645,,
,,,
AREA # 020011507,184,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,2,2.08,2.08
BRASIL,3,3.13,5.21
COLOMBIA,12,12.5,17.71
CHILE,6,6.25,23.96
REPUBLICA DOMINICANA,2,2.08,26.04
ECUADOR,1,1.04,27.08
ESTADOS UNIDOS,2,2.08,29.17
MEXICO,3,3.13,32.29
PARAGUAY,16,16.67,48.96
PERU,17,17.71,66.67
URUGUAY,8,8.33,75
VENEZUELA,2,2.08,77.08
ESPA�A,11,11.46,88.54
FRANCIA,5,5.21,93.75
ITALIA,3,3.13,96.87
SUIZA,1,1.04,97.92
UCRANIA,2,2.08,100
Total,96,100,100
,,,
NSA :,481,,
,,,
AREA # 020011508,185,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,5,3.13,3.13
BRASIL,9,5.63,8.75
CANADA,1,0.63,9.38
COLOMBIA,3,1.88,11.25
CHILE,5,3.13,14.38
REPUBLICA DOMINICANA,13,8.13,22.5
ESTADOS UNIDOS,1,0.63,23.13
MEXICO,1,0.63,23.75
PANAMA,1,0.63,24.38
PARAGUAY,16,10,34.38
PERU,57,35.63,70
PUERTO RICO,1,0.63,70.63
URUGUAY,15,9.38,80
VENEZUELA,1,0.63,80.63
CHINA,5,3.13,83.75
ESPA�A,9,5.63,89.38
FRANCIA,2,1.25,90.63
ITALIA,3,1.88,92.5
NORUEGA,1,0.63,93.13
PORTUGAL,3,1.88,95
REINO UNIDO,2,1.25,96.25
ALEMANIA,2,1.25,97.5
CROACIA,1,0.63,98.13
AUSTRALIA,2,1.25,99.38
NUEVA ZELANDA,1,0.63,100
Total,160,100,100
,,,
NSA :,658,,
,,,
AREA # 020011509,186,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,12,6.59,6.59
BRASIL,6,3.3,9.89
CANADA,3,1.65,11.54
COLOMBIA,4,2.2,13.74
CHILE,6,3.3,17.03
REPUBLICA DOMINICANA,3,1.65,18.68
ECUADOR,1,0.55,19.23
ESTADOS UNIDOS,3,1.65,20.88
MEXICO,2,1.1,21.98
PARAGUAY,16,8.79,30.77
PERU,68,37.36,68.13
URUGUAY,27,14.84,82.97
VENEZUELA,7,3.85,86.81
ESPA�A,9,4.95,91.76
FRANCIA,2,1.1,92.86
NORUEGA,2,1.1,93.96
REINO UNIDO,3,1.65,95.6
SUECIA,1,0.55,96.15
SUIZA,1,0.55,96.7
ALEMANIA,3,1.65,98.35
UCRANIA,1,0.55,98.9
BOSNIA HERZEGOVINA,1,0.55,99.45
REPUBLICA CHECA,1,0.55,100
Total,182,100,100
,,,
NSA :,690,,
,,,
AREA # 020011510,187,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,3,3.33,3.33
BRASIL,4,4.44,7.78
COLOMBIA,11,12.22,20
CUBA,1,1.11,21.11
CHILE,7,7.78,28.89
REPUBLICA DOMINICANA,2,2.22,31.11
ECUADOR,1,1.11,32.22
MEXICO,4,4.44,36.67
PARAGUAY,10,11.11,47.78
PERU,19,21.11,68.89
URUGUAY,13,14.44,83.33
VENEZUELA,1,1.11,84.44
ESPA�A,10,11.11,95.56
ITALIA,3,3.33,98.89
REINO UNIDO,1,1.11,100
Total,90,100,100
,,,
NSA :,535,,
,,,
AREA # 020011511,188,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,1,0.85,0.85
BRASIL,4,3.42,4.27
COLOMBIA,9,7.69,11.97
CUBA,1,0.85,12.82
CHILE,13,11.11,23.93
REPUBLICA DOMINICANA,10,8.55,32.48
ECUADOR,1,0.85,33.33
ESTADOS UNIDOS,1,0.85,34.19
MEXICO,2,1.71,35.9
PARAGUAY,26,22.22,58.12
PERU,23,19.66,77.78
URUGUAY,7,5.98,83.76
VENEZUELA,3,2.56,86.32
AUSTRIA,1,0.85,87.18
ESPA�A,7,5.98,93.16
FRANCIA,1,0.85,94.02
ITALIA,1,0.85,94.87
REINO UNIDO,1,0.85,95.73
ALEMANIA,1,0.85,96.58
UCRANIA,2,1.71,98.29
REPUBLICA CHECA,1,0.85,99.15
AUSTRALIA,1,0.85,100
Total,117,100,100
,,,
NSA :,437,,
,,,
AREA # 020011601,189,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
LIBIA,2,1.08,1.08
BOLIVIA,5,2.7,3.78
BRASIL,27,14.59,18.38
CANADA,1,0.54,18.92
COLOMBIA,7,3.78,22.7
CHILE,10,5.41,28.11
REPUBLICA DOMINICANA,4,2.16,30.27
ECUADOR,8,4.32,34.59
ESTADOS UNIDOS,2,1.08,35.68
MEXICO,2,1.08,36.76
PARAGUAY,18,9.73,46.49
PERU,15,8.11,54.59
URUGUAY,16,8.65,63.24
VENEZUELA,2,1.08,64.32
CHINA,2,1.08,65.41
AUSTRIA,2,1.08,66.49
DINAMARCA,7,3.78,70.27
ESPA�A,28,15.14,85.41
FINLANDIA,1,0.54,85.95
FRANCIA,4,2.16,88.11
GRECIA,2,1.08,89.19
IRLANDA,1,0.54,89.73
ITALIA,5,2.7,92.43
POLONIA,1,0.54,92.97
PORTUGAL,5,2.7,95.68
REINO UNIDO,1,0.54,96.22
RUMANIA,1,0.54,96.76
SUECIA,2,1.08,97.84
SUIZA,1,0.54,98.38
ESTONIA,1,0.54,98.92
UCRANIA,1,0.54,99.46
NUEVA ZELANDA,1,0.54,100
Total,185,100,100
,,,
NSA :,353,,
,,,
AREA # 020011602,190,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,3,5.26,5.26
BRASIL,3,5.26,10.53
COLOMBIA,6,10.53,21.05
CUBA,1,1.75,22.81
CHILE,3,5.26,28.07
REPUBLICA DOMINICANA,4,7.02,35.09
ECUADOR,2,3.51,38.6
MEXICO,1,1.75,40.35
PANAMA,1,1.75,42.11
PARAGUAY,1,1.75,43.86
PERU,19,33.33,77.19
URUGUAY,6,10.53,87.72
VENEZUELA,2,3.51,91.23
ESPA�A,3,5.26,96.49
FRANCIA,2,3.51,100
Total,57,100,100
,,,
NSA :,269,,
,,,
AREA # 020011603,191,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
SUDAFRICA,2,0.69,0.69
BOLIVIA,2,0.69,1.39
BRASIL,77,26.74,28.13
CANADA,3,1.04,29.17
COLOMBIA,17,5.9,35.07
CHILE,4,1.39,36.46
REPUBLICA DOMINICANA,2,0.69,37.15
ECUADOR,6,2.08,39.24
ESTADOS UNIDOS,8,2.78,42.01
GUATEMALA,1,0.35,42.36
HAITI,2,0.69,43.06
MEXICO,2,0.69,43.75
PARAGUAY,10,3.47,47.22
PERU,21,7.29,54.51
PUERTO RICO,1,0.35,54.86
URUGUAY,6,2.08,56.94
VENEZUELA,18,6.25,63.19
CHINA,1,0.35,63.54
ISRAEL,21,7.29,70.83
DINAMARCA,2,0.69,71.53
ESPA�A,23,7.99,79.51
FRANCIA,11,3.82,83.33
GRECIA,1,0.35,83.68
IRLANDA,1,0.35,84.03
ITALIA,7,2.43,86.46
PAISES BAJOS,5,1.74,88.19
REINO UNIDO,8,2.78,90.97
RUMANIA,1,0.35,91.32
SUECIA,4,1.39,92.71
SUIZA,2,0.69,93.4
TURQUIA,1,0.35,93.75
ALEMANIA,10,3.47,97.22
ESTONIA,1,0.35,97.57
RUSIA,4,1.39,98.96
UCRANIA,1,0.35,99.31
AUSTRALIA,1,0.35,99.65
NUEVA ZELANDA,1,0.35,100
Total,288,100,100
,,,
NSA :,657,,
,,,
AREA # 020011604,192,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
NIGERIA,1,0.96,0.96
BOLIVIA,4,3.85,4.81
BRASIL,12,11.54,16.35
COLOMBIA,16,15.38,31.73
CHILE,4,3.85,35.58
REPUBLICA DOMINICANA,8,7.69,43.27
ECUADOR,1,0.96,44.23
ESTADOS UNIDOS,1,0.96,45.19
PANAMA,1,0.96,46.15
PARAGUAY,15,14.42,60.58
PERU,10,9.62,70.19
URUGUAY,4,3.85,74.04
VENEZUELA,3,2.88,76.92
CHINA,4,3.85,80.77
ARMENIA,3,2.88,83.65
ESPA�A,8,7.69,91.35
FRANCIA,1,0.96,92.31
ITALIA,3,2.88,95.19
RUSIA,2,1.92,97.12
UCRANIA,3,2.88,100
Total,104,100,100
,,,
NSA :,469,,
,,,
AREA # 020011605,193,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,1,1.05,1.05
BRASIL,5,5.26,6.32
COLOMBIA,9,9.47,15.79
COSTA RICA,1,1.05,16.84
CHILE,6,6.32,23.16
REPUBLICA DOMINICANA,1,1.05,24.21
ESTADOS UNIDOS,1,1.05,25.26
PARAGUAY,9,9.47,34.74
PERU,48,50.53,85.26
URUGUAY,7,7.37,92.63
JAPON,1,1.05,93.68
ARMENIA,2,2.11,95.79
ESPA�A,1,1.05,96.84
REINO UNIDO,1,1.05,97.89
ALEMANIA,1,1.05,98.95
UCRANIA,1,1.05,100
Total,95,100,100
,,,
NSA :,382,,
,,,
AREA # 020011606,194,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,10,10.87,10.87
BRASIL,1,1.09,11.96
COLOMBIA,7,7.61,19.57
CUBA,2,2.17,21.74
CHILE,2,2.17,23.91
REPUBLICA DOMINICANA,9,9.78,33.7
MEXICO,2,2.17,35.87
PARAGUAY,13,14.13,50
PERU,16,17.39,67.39
URUGUAY,9,9.78,77.17
VENEZUELA,1,1.09,78.26
CHINA,2,2.17,80.43
ESPA�A,11,11.96,92.39
ITALIA,5,5.43,97.83
REINO UNIDO,1,1.09,98.91
CROACIA,1,1.09,100
Total,92,100,100
,,,
NSA :,467,,
,,,
AREA # 020011607,195,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
GUINEA,1,0.31,0.31
SENEGAL,1,0.31,0.62
BOLIVIA,4,1.24,1.86
BRASIL,107,33.23,35.09
CANADA,1,0.31,35.4
COLOMBIA,12,3.73,39.13
CUBA,1,0.31,39.44
CHILE,11,3.42,42.86
REPUBLICA DOMINICANA,1,0.31,43.17
ECUADOR,1,0.31,43.48
EL SALVADOR,1,0.31,43.79
PANAMA,2,0.62,44.41
PARAGUAY,21,6.52,50.93
PERU,97,30.12,81.06
URUGUAY,15,4.66,85.71
VENEZUELA,3,0.93,86.65
CHINA,1,0.31,86.96
LIBANO,1,0.31,87.27
BULGARIA,1,0.31,87.58
ESPA�A,28,8.7,96.27
FRANCIA,3,0.93,97.2
GRECIA,1,0.31,97.52
ITALIA,2,0.62,98.14
POLONIA,1,0.31,98.45
SUIZA,2,0.62,99.07
RUSIA,2,0.62,99.69
AUSTRALIA,1,0.31,100
Total,322,100,100
,,,
NSA :,752,,
,,,
AREA # 020011608,196,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
SUDAFRICA,1,1.11,1.11
BOLIVIA,9,10,11.11
BRASIL,3,3.33,14.44
COLOMBIA,4,4.44,18.89
CHILE,7,7.78,26.67
ECUADOR,8,8.89,35.56
PARAGUAY,12,13.33,48.89
PERU,19,21.11,70
URUGUAY,8,8.89,78.89
VENEZUELA,1,1.11,80
ESPA�A,10,11.11,91.11
ITALIA,2,2.22,93.33
PORTUGAL,1,1.11,94.44
SUECIA,1,1.11,95.56
RUSIA,4,4.44,100
Total,90,100,100
,,,
NSA :,456,,
,,,
AREA # 020011609,197,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,3,5.77,5.77
BRASIL,1,1.92,7.69
PARAGUAY,6,11.54,19.23
PERU,22,42.31,61.54
URUGUAY,3,5.77,67.31
CHINA,3,5.77,73.08
ESPA�A,6,11.54,84.62
FRANCIA,1,1.92,86.54
HUNGRIA,1,1.92,88.46
ITALIA,2,3.85,92.31
PAISES BAJOS,1,1.92,94.23
POLONIA,3,5.77,100
Total,52,100,100
,,,
NSA :,330,,
,,,
AREA # 020011610,198,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,2,3.7,3.7
BRASIL,3,5.56,9.26
CUBA,1,1.85,11.11
CHILE,2,3.7,14.81
MEXICO,1,1.85,16.67
PARAGUAY,6,11.11,27.78
PERU,2,3.7,31.48
URUGUAY,4,7.41,38.89
CHINA,4,7.41,46.3
TAIWAN,2,3.7,50
JAPON,2,3.7,53.7
BELGICA,1,1.85,55.56
ESPA�A,12,22.22,77.78
ITALIA,6,11.11,88.89
POLONIA,1,1.85,90.74
SUECIA,1,1.85,92.59
UCRANIA,3,5.56,98.15
MACEDONIA,1,1.85,100
Total,54,100,100
,,,
NSA :,537,,
,,,
AREA # 020011611,199,,
,,,
Pais de nacimiento,Casos,%,Acumulado %
BOLIVIA,1,1.64,1.64
BRASIL,1,1.64,3.28
COLOMBIA,2,3.28,6.56
CHILE,5,8.2,14.75
REPUBLICA DOMINICANA,2,3.28,18.03
ESTADOS UNIDOS,1,1.64,19.67
MEXICO,2,3.28,22.95
PARAGUAY,8,13.11,36.07
